,Name,address,pincode,website,phone number,scrap
0,Urban Gaushala,"near Vijay Cinema, Nawada, Bihar 805110",805110,, ,805112
1,Shree Amrit Gaushala,"Vill: Kajhiya, Post: Maheshdih, Thana:, Dist:, Akbarpur, Bihar 805121",805121,,087894 07981,805112
2,Santosh Gaushala,"M5X9+224, Santosh Gaushala, Opp Shani Santosh Dham, near Asahi India Glass, Chanasma, Gujarat",ujarat,, ,384229
3,Dipeshwari goshala kantharavi,"Dipeshwari goshala, Kantharavi, Gujarat 384260",384260,,099797 45955,384229
4,Diwalibaa Gir Gaushala,"Garnala Pase, Babasana, Char Rasta, Balisana, Gujarat 384110",384110,, ,384229
5,Shree Hariom Gaushala,"GJ SH 220, Bhabhano Pado, Soni Vaado, Moti-Bhatiyavad, Patan, Gungdipati Part, Gujarat 384265",384265,, ,384229
6,Aanand Gaushala,"V58W+F56, Hajipur, Gujarat 384290",384290,, ,384290
7,Shree Ramkrishna gaushala,"R4MH+PPM, Padmanabh Rd, Ved Township, indraprashth, Patan, Gujarat 384265",384265,, ,384290
8,Shree Hariom Gaushala,"GJ SH 220, Bhabhano Pado, Soni Vaado, Moti-Bhatiyavad, Patan, Gungdipati Part, Gujarat 384265",384265,, ,384290
9,Shri Kubereshwar Mahadev Gaushala,"R4P8+PG2, Gungdipati Part, Patan, Gujarat 384265",384265,, ,384290
10,Diwalibaa Gir Gaushala,"Garnala Pase, Babasana, Char Rasta, Balisana, Gujarat 384110",384110,, ,384290
11,Santosh Gaushala,"M5X9+224, Santosh Gaushala, Opp Shani Santosh Dham, near Asahi India Glass, Chanasma, Gujarat",ujarat,, ,384290
12,Shree Khodiyar Gir Gaushala,"SB pura, Pathiyathi, Gobri Road, near railway fatak hak, next to petrol pump, Palanpur, Gujarat 385001",385001,, ,384290
13,Dipeshwari goshala kantharavi,"Dipeshwari goshala, Kantharavi, Gujarat 384260",384260,,099797 45955,384290
14,Shree Hariom Gaushala,"GJ SH 220, Bhabhano Pado, Soni Vaado, Moti-Bhatiyavad, Patan, Gungdipati Part, Gujarat 384265",384265,, ,384255
15,Shree Ramkrishna gaushala,"R4MH+PPM, Padmanabh Rd, Ved Township, indraprashth, Patan, Gujarat 384265",384265,, ,384255
16,Shri Kubereshwar Mahadev Gaushala,"R4P8+PG2, Gungdipati Part, Patan, Gujarat 384265",384265,, ,384255
17,Anavada Gavu Shala & Cow Hospital,"V329+MGF, Patan, Gujarat 384265",384265,, ,384255
18,MADHAV GIR GAUSHALA,"Gujarat State Highway 864 At Boratwada, Thara - Harij Hwy, Harij, Gujarat 384240",384240,, ,384255
