,Name,address,pincode,website,phone number,scrap
0,Gaushala Traders,"Thora, Buxar, Bihar 802102",802102,,077399 09354,802114
1,Sri Adarsh Gaushala,"HXCC+5WQ, Station Road, Collectraite Road, Chini Mill, Buxar, Bihar 802101",802101,,097081 90133,802114
2,Buddha Lakshmi Gaushala,"7Q9M+6H8, Parsathua Rd, Taiyan, Uprauli, Bihar 821109",821109,, ,802114
3,Sri Adarsh Gaushala,"HXCC+5WQ, Station Road, Collectraite Road, Chini Mill, Buxar, Bihar 802101",802101,,097081 90133,802116
4,Gaushala Traders,"Thora, Buxar, Bihar 802102",802102,,077399 09354,802116
5,Sri Adarsh Gaushala,"HXCC+5WQ, Station Road, Collectraite Road, Chini Mill, Buxar, Bihar 802101",802101,,097081 90133,802122
6,Buddha Lakshmi Gaushala,"7Q9M+6H8, Parsathua Rd, Taiyan, Uprauli, Bihar 821109",821109,, ,802122
7,Sri Adarsh Gaushala,"HXCC+5WQ, Station Road, Collectraite Road, Chini Mill, Buxar, Bihar 802101",802101,,097081 90133,802130
8,Gaurakshan,"4458+5QC, Madhavnagar, Lakhala, Washim, Maharashtra 444505",444505,, ,444507
9,Lakshparvati gaushala manora,"6GFQ+G5J, Dhamni Manora, Maharashtra 444404",444404,,088984 71390,444507
10,Goshala Satgaon,"F7G5+G37, Satgaon, Madhya Pradesh 465001",465001, , ,465001
11,Go Lok Dham Goshala,"HFQ8+996, Usman Khedi, Madhya Pradesh 465697",465697, , ,465001
12,Shri Gopal Goshala,"65WF+9QG, Jhonkar, Madhya Pradesh 465106",465106,, ,465001
13,Radha Krishna Gaushala,"92R9+CC2, Itawa, Bisankheda, Madhya Pradesh 456665",456665,,099260 50671,465001
14,Shree ram gaushala leemachouhan,"PFFR+JW2, Limachauhan, Madhya Pradesh 465697",465697,, ,465001
15,श्रीकृष्ण गौशाला बोल्दा,"7M32+VC2, Shajapur, Madhya Pradesh 465333",465333,, ,465001
16,Kamdhenu Goshala Ranibarod,"8JW3+369, Barodrani, Madhya Pradesh 465223",465223,, ,465223
17,श्रीकृष्ण गौशाला बोल्दा,"7M32+VC2, Shajapur, Madhya Pradesh 465333",465333,, ,465223
18,Shri Krishna Gaushala,"3PC4+J23, Badaliya Baramad, Madhya Pradesh 466116",466116, , ,465223
19,Gaushala Dawatpur,"P6PW+QM, Chapakheda, Madhya Pradesh 465445",465445,, ,465226
20,Shree ram gaushala leemachouhan,"PFFR+JW2, Limachauhan, Madhya Pradesh 465697",465697,, ,465226
21,Radha Krishna Gaushala,"92R9+CC2, Itawa, Bisankheda, Madhya Pradesh 456665",456665,,099260 50671,465226
22,श्रीकृष्ण गौशाला बोल्दा,"7M32+VC2, Shajapur, Madhya Pradesh 465333",465333,, ,465226
23,Shri Gopal Goshala,"65WF+9QG, Jhonkar, Madhya Pradesh 465106",465106,, ,465226
24,Go Lok Dham Goshala,"HFQ8+996, Usman Khedi, Madhya Pradesh 465697",465697, , ,465226
25,Goshala Satgaon,"F7G5+G37, Satgaon, Madhya Pradesh 465001",465001, , ,465226
26,Shri Krishna Gaushala,"3PC4+J23, Badaliya Baramad, Madhya Pradesh 466116",466116, , ,465226
27,Shri Ganga Goshala Behrawal,"CV65+GHP, Road, Ramdi, Behrawal, Madhya Pradesh 465337",465337,, ,465337
28,Shree Ganga Goshala Behrawal madhypradesh,"Shree Ganga Goshala, Behrawal, Madhya Pradesh 465337",465337,, ,465337
29,Shree Guru Dolnath Go Dham Goshala Behrawal,"Shree Guru Dolnath, Go Dham Goshala, Behrawal, Madhya Pradesh 465337",465337,, ,465337
30,Shri Hanuman Gaushala,"GWX8+62X, Bor Kheda, Madhya Pradesh 465667",465667,, ,465337
31,Kamdhenu Goshala Ranibarod,"8JW3+369, Barodrani, Madhya Pradesh 465223",465223,, ,465337
32,श्रीकृष्ण गौशाला बोल्दा,"7M32+VC2, Shajapur, Madhya Pradesh 465333",465333,, ,465337
33,Shri Krishna Gaushala,"3PC4+J23, Badaliya Baramad, Madhya Pradesh 466116",466116, , ,465337
