,Name,address,pincode,website,phone number,scrap
0,Goshala Road, ,560079, , ,560079
1,Gaushala O.P,"MF48+XCX, near OP Thana, BIT, Sindri, Rohraband, Jharkhand 828120",828120,, ,828130
2,Durga Mandir Goushala,"MF2C+8FX, Rohraband, Jharkhand 828120",828120,, ,828107
3,Goushala More,"MF2H+HHM, Dhanbad - Sindri Rd, Rohraband, Jharkhand 828107",828107,, ,828107
4,Gaushala O.P,"MF48+XCX, near OP Thana, BIT, Sindri, Rohraband, Jharkhand 828120",828120,, ,828107
5,Jharia-Dhanbad Goushalla Place,"QC79+8PC, Dhanbad, Bhagatdih, Jharkhand 828111",828111,, ,828107
6,Common Health Centre,"MF39+WRP, Gaushala, Sindri, Jharkhand 828120",828120,, ,828107
7,SATISH AUTOMOBILE,"GOSHALA MORE, Dhanbad - Sindri Rd, Domgarh, Jharkhand 828107",828107,,097719 07142,828107
8,Ganga Goshala Mandir,"R8H2+6H9, Raghunathpur, Jharkhand 828113",828113,, ,828107
9,gaushala bhagalpur,"M.P, D. Road, near Goshala Road, Urdu Bazar, Bhagalpur, Bihar 812002",812002,, ,812002
10,Sri Sri Goshala,"6XXC+F75, M.P.D. Road, near Goshala, Sarai, Bhagalpur, Bihar 812002",812002,, ,812002
11,Exam centre AMARPUR road BHAGALPURnear gaushala,"Imampur, Bhagalpur, SH-25, Banka Deoghar Road, Bhagalpur - Dumka Rd, Bhagalpur, Nisf Ambe, Bihar 812002",812002,, ,812002
12,Ravishankar Gaushala,"Kodravitta post amari thana akbarnagar of districts, Bhagalpur, Bihar 813213",813213, , ,812002
13,Gaushala at Sandipani,"JMQF+5HQ, Unnamed Road, Bapu Nagar, Porbandar, Gujarat 360576",360576,, ,360578
14,"Sandipani, gaushala","JJRH+MPF, ACC Colony, Chhaya, Porbandar, Gujarat 360578",360578,, ,360578
15,Shree Krishna Gaushala weighbridge,"MJ2G+FC2, Porbandar Bypass Rd, Gita Nagar, Dwarka, Lamba, Porbandar, Gujarat 361315",361315, , ,360578
16,Shri Gopal Gaushala,"HMW8+PC2, Chhaya Rd, Dist, Ratanpar, Gujarat 360576",360576,, ,360578
17,Shree Krishna Goshala,"Harina Colony, road, Harina Basti, Jharkhand 828306",828306,, ,828404
18,Shree Krishna goshala & organic farm,"R66H+G5, Nawadih, Jharkhand 828306",828306,, ,828404
19,Gaushala,"144601, Tarn Taran - Kapurthala Rd, Mohalla Sheranwala, Shalamar Bagh, Kapurthala, Punjab 144602",144602,, ,144602
20,Gaushala,"99WG+7C4, Subhanpur Road, Kapurthala - Subhanpur Rd, Kapurthala, Punjab 144602",144602,, ,144602
21,SHREE GOVIND GAUDHAM GAUSHALA KAPURTHALA,"99WG+8MM, New Guru Nanak Nagar, Kapurthala, Punjab 144602",144602,, ,144602
22,gaushala ratona,"रतौना, Madhya Pradesh 470001",470001, , ,470002
23,Dayodaya Gaushala Ratona - Sagar (दयोदय गौशाला रतौना - सागर),"RMGM+3WQ, रतौना, Lahdara, Madhya Pradesh 470001",470001, , ,470002
24,Gaudhan Goshala Ambernath,"55WP+2RJ Gaudhan Goshala, Loknagari, Ambernath, Maharashtra 421501",421501,, ,421506
25,shri krishna goshala,"near Someshwar Mandir, Mahalaxmi Nagar, Ambernath, Maharashtra 421501",421501,, ,421506
26,"Aapli Gaushala, Katrap","56FG+M3W, Katrap, Badlapur, Maharashtra 421503",421503,, ,421506
