,Name,address,pincode,website,phone number,scrap
0,Maa Ganga Goushala,"348F+H7Q, Baidiya, Delgaon, Madhya Pradesh 450551",450551,http://maagangagosala.blogspot.in/,098263 54034,450112
1,GANESH GOSHALA,"Padam Nagar, Khandwa Taraf Kumbhi, Madhya Pradesh 450001",450001,, ,450112
2,Goshala,"THRYAMBAKAM kasiviswanathan, Vazhamana Rd, opp. to Oottupura, Vaikom, Kerala 686141",686141,, ,686605
3,Shikeri Gaushala Mayem,"Shikeri Gaushala, Maem, Bhatwadi, Goa 403504",403504,, ,403508
4,Gomantak Gausevak Mahasangh,"Shikeri, Mayem, Dicholi, Goa 403504",403504,http://www.gomantakgausevak.com/,083908 98556,403508
5,Sal Gaushala,"MWMR+F7F, Unnamed Road, Sal, Goa 403503",403503,, ,403508
6,Organic Dairy Products,"Near Panchayat Building Vaiganiwaddo Nachinola Bardez, Goa 403508",403508,,098341 00147,403508
7,GORAKSH FOUNDATION GAUSHALA,"C265+M64 Oppsite Kamat tiles shop, Electricity Dept Staff Residential Colony, Ponda, Goa 403401",403401,, ,403508
8,GauGopalGaushala,"Mavalange, Maharashtra 415616",415616,http://gaugopalgaushala.com/, ,415803
9,Gaushala Get,"V957+9HV, Nakhare, Maharashtra 415616",415616,, ,415803
10,Vishwamangal goshala,"X86X+WC, Someshwar, Chinchkhari, Maharashtra 415612",415612,, ,415803
11,Nandanvan Goshala,"VHHC+JXR, near Beni River, Lanja, Maharashtra 416712",416712, , ,415803
12,GauGopalGaushala,"Mavalange, Maharashtra 415616",415616,http://gaugopalgaushala.com/, ,415616
13,Gaushala Get,"V957+9HV, Nakhare, Maharashtra 415616",415616,, ,415616
14,Gaushala kalari jila datiya,"MF86+49F, Datia, Madhya Pradesh 475661",475661,, ,475686
15,Govind Gau Shala,"MF98+3W2, Near Krisi mandi Housing Board Coloney, Datia, Madhya Pradesh 475661",475661,, ,475686
16,Gaushala chirula,"F7PG+8J7, Thanra, Madhya Pradesh 475661",475661,, ,475686
17,Ma parvati gaushala,"Q4R8+3PJ, Bhitarwar, Madhya Pradesh 475220",475220,, ,475686
18,Gaushala गौशाला चिरूला,"HFQR+27, Chirula, Madhya Pradesh 475661",475661,, ,475686
19,गौशाला कामद,"JJ9G+66J, Kamad, Madhya Pradesh 475671",475671, , ,475686
20,Dhyan Foundation Bhandara Gaushala,"2WH6+989, Baradkinhi, Maharashtra 441809",441809,, ,441903
21,Shri Krishna Mandir Gaushala,"9PHH+F6M, Hasara, Maharashtra 441912",441912,, ,441903
22,Shree Krishna Gaushala,"R3RM+XF8, Salairani, Maharashtra 441108",441108,,093264 39278,441122
23,Gaushala,"4594+M9, Nagpur, Maharashtra 441204",441204,, ,441122
24,Om Gir Dairy,"Plot No.145, Shubhangi Gruhnirman Sanstha, Besa - Manish Nagar Rd, behind Central Bank of India, Manish Nagar, Besa, Nagpur, Maharashtra 440037",440037,,090210 71945,441122
25,Bharti Didi Gaushala Sanstha,"45GW+R8J, Chattarpur Rd, Maharashtra 441204",441204,, ,441122
26,Gaushala Pashupalan Bahuudeshiya Sanstha Nagpur,"opposite Respa Ortholite Range, Bidgaon., Maharashtra 440035",440035,http://goushalanagpur.com/, ,441122
27,Pawan Gaushala Pawnar,"QMP5+JCF, Dist, Wardha, Pavnar, Maharashtra 442111",442111,"https://www.google.com/search?sca_esv=00e485a4403845c8&sca_upv=1&rlz=1C1CHWL_enIN1089IN1089&tbs=lf:1,lf_ui:2&tbm=lcl&sxsrf=ADLYWILtKagE78nPZDbQH8192XU34_p3MQ:1716484346537&q=gaushalas+at+441122#",099216 80388,441122
28,Jain Gaushala (RAULGAON) Niraashrit Gauvansh Seva Foundation,"RAULGAON, Road, DORLI, Katol, Maharashtra 441502",441502,,088888 81428,441122
29,JAIN GAUSHALA,"RAULGAON, Road, DORLI, Katol, Maharashtra 441502",441502,http://jaingaushala.com/,080 4275 4628,441122
30,Kabir Mandir Gaushala,"5373+CH4, Near Balaji Mandir, Seminary Hills, Nagpur, Maharashtra 440006",440006,, ,440023
31,Jain Gaushala (RAULGAON) Niraashrit Gauvansh Seva Foundation,"RAULGAON, Road, DORLI, Katol, Maharashtra 441502",441502,,088888 81428,440023
32,Shiv Samadha Gaushala,"632R+866, Shambhu Nagar, Nagpur, Maharashtra 440026",440026,, ,440023
33,JAIN GAUSHALA,"RAULGAON, Road, DORLI, Katol, Maharashtra 441502",441502,http://jaingaushala.com/,080 4275 4628,440023
34,Shri Sant Gajanan Maharaj Goshala and Vishranti Sthal,"632R+6QJ, Nagpur, Maharashtra 440026",440026,, ,440023
35,"Govigyan anusandhan kendra, kamdhenu Goshala","5437+9QG, Itwari Station Rd, Ladpura, Binaki, Nagpur, Maharashtra 440002",440002,, ,440023
36,Gaushala Pashupalan Bahuudeshiya Sanstha Nagpur,"opposite Respa Ortholite Range, Bidgaon., Maharashtra 440035",440035,http://goushalanagpur.com/, ,440023
37,Shree Bharti Didi Gaushala,"791, National Highway 6, Pardi, Nagpur, Maharashtra 440035",440035,, ,440023
38,Gaushala,"4594+M9, Nagpur, Maharashtra 441204",441204,, ,440023
39,Om Gir Dairy,"Plot No.145, Shubhangi Gruhnirman Sanstha, Besa - Manish Nagar Rd, behind Central Bank of India, Manish Nagar, Besa, Nagpur, Maharashtra 440037",440037,,090210 71945,440023
40,Go -Vigyan Anusandhan Kendra,"Kelibag Road, Badkas Square Rd, opposite Sai Mandir, Badkas Chowk, Mangalwari, Mahal, Nagpur, Maharashtra 440002",440002,,0712 772 2732,440023
41,Shri Krishna Mandir Gaushala,"9PHH+F6M, Hasara, Maharashtra 441912",441912,, ,441914
42,DHYAN FOUNDATION GAUSHALA KHARBI,"5G38+V8M, Bhandara Rd, Kharbi, Maharashtra 441906",441906,, ,441914
43,DHYAN FOUNDATION GAUSHALA KHARBI,"5G38+V8M, Bhandara Rd, Kharbi, Maharashtra 441906",441906,, ,441906
44,Dhyan Foundation Bhandara Gaushala,"2WH6+989, Baradkinhi, Maharashtra 441809",441809,, ,441906
45,Shri Krishna Mandir Gaushala,"9PHH+F6M, Hasara, Maharashtra 441912",441912,, ,441906
46,Gaushala,"4594+M9, Nagpur, Maharashtra 441204",441204,, ,441906
47,radha krishna mandir gaushala mandir),"9PJW+CX8, Vivekanand Nagar, Tumsar, Maharashtra 441912",441912,, ,441905
48,Shri Krishna Mandir Gaushala,"9PHH+F6M, Hasara, Maharashtra 441912",441912,, ,441905
49,Swapnapurti gaushala,"near water tank, Sindpuri, Maharashtra 441915",441915,, ,441905
50,Dhyan Foundation Bhandara Gaushala,"2WH6+989, Baradkinhi, Maharashtra 441809",441809,, ,441905
51,Gaushala,"9PJW+CW6, Vivekanand Nagar, Tumsar, Maharashtra 441912",441912, , ,441905
52,SURYODAY GAUSHALA - Sangadi,"At Post.Sangadi, Tah, Sakoli, Maharashtra 441802",441802,, ,441805
53,Dhyan Foundation Bhandara Gaushala,"2WH6+989, Baradkinhi, Maharashtra 441809",441809,, ,441805
54,Goshala,"THRYAMBAKAM kasiviswanathan, Vazhamana Rd, opp. to Oottupura, Vaikom, Kerala 686141",686141,, ,686607
55,Goshala Sree Krishna Temple,"MCQC+F2V, vechoor, Edayazham, Thalayazham, Kerala 686144",686144,, ,686607
56,"Karuna mandir, Goshala, Wele.","NH 48, Maharashtra 415536",415536,, ,415517
57,Ishavasyam Gir Gaushala,"WXR9+GR, Kavathe, Maharashtra 415516",415516,, ,415517
58,Goshala cow shed,"3XRC+843, Unnamed Road, Maharashtra 412802",412802,, ,415517
59,VEDIK FARMS Goshala,"32C8+7JV, Satara, Maharashtra 415001",415001,,096238 08016,415517
60,Shri Jublee Pinjrapol Gaushala,"M95P+4X4, Dhindhal road, Sadulpur, Rajgarh, Rajasthan 331023",331023,, ,415517
61,Giridhar Goushala,"Bawada Post, Dist, Khandala, Maharashtra 412802",412802,, ,415517
62,KRUSHNAKUNJA GOSHALA | कृष्णकुंज गोशाळा,"3XR9+6XX, Kesurdi, Maharashtra 415521",415521, , ,415517
63,Dayoday Goshala,"At Post Malad, Kusum Bagh, Baramati, Maharashtra 413102",413102,http://kjwf.org/OurTrust, ,415528
64,Shiv-Ganga Gaushala,"Gat No. 435/1/1, At Post- Kusgaon, Tal- Bhor, Dist, Pune, Maharashtra 411205",411205,, ,415528
65,Sarang goshala,"At post Tambe Tel, Tambave, Maharashtra 415521",415521, , ,415528
66,रुक्मिणी खिल्लार गोशाळा Rukmini Khillar Goshala,"Rajapur, Bhor, Pune, Maharashtra 412205",412205,,073045 19164,415526
67,KRUSHNAKUNJA GOSHALA | कृष्णकुंज गोशाळा,"3XR9+6XX, Kesurdi, Maharashtra 415521",415521, , ,415526
68,Goshala cow shed,"3XRC+843, Unnamed Road, Maharashtra 412802",412802,, ,415526
69,VEDIK FARMS Goshala,"32C8+7JV, Satara, Maharashtra 415001",415001,,096238 08016,415526
70,"Karuna mandir, Goshala, Wele.","NH 48, Maharashtra 415536",415536,, ,415526
71,Giridhar Goushala,"Bawada Post, Dist, Khandala, Maharashtra 412802",412802,, ,415526
72,Sarang goshala,"At post Tambe Tel, Tambave, Maharashtra 415521",415521, , ,415526
73,Ishavasyam Gir Gaushala,"WXR9+GR, Kavathe, Maharashtra 415516",415516,, ,415526
74,Shiv-Ganga Gaushala,"Gat No. 435/1/1, At Post- Kusgaon, Tal- Bhor, Dist, Pune, Maharashtra 411205",411205,, ,415526
75,SURYODAY GAUSHALA - Sangadi,"At Post.Sangadi, Tah, Sakoli, Maharashtra 441802",441802,, ,441803
76,Radha Krishna gaushala,"Park Way Rd, Bhawani Enclave, Sector 9, Gurugram, Haryana 122001",122001,, ,441803
77,Maa Ganga Goushala,"348F+H7Q, Baidiya, Delgaon, Madhya Pradesh 450551",450551,http://maagangagosala.blogspot.in/,098263 54034,441803
78,Shree Gopal Gaushala,"Angaon, Zila Bhiwandi, Taluka Thane Lamaj, Maharashtra 421302",421302,http://www.shreegopalgaushala.com/,083908 88737,441803
79,Shree Krishan Gaushala Samiti,"2J6M+HQ9, Mandarpura, Khuiyan, Rajasthan 335523",335523,,097992 66225,441803
80,Dhyan Foundation Bhandara Gaushala,"2WH6+989, Baradkinhi, Maharashtra 441809",441809,, ,441804
81,Shri Krishna Mandir Gaushala,"9PHH+F6M, Hasara, Maharashtra 441912",441912,, ,441804
82,Dhyan Foundation Bhandara Gaushala,"2WH6+989, Baradkinhi, Maharashtra 441809",441809,, ,441924
83,V.Badge Goushala Garada Bk,"3M72+44X, Garada Bk., Maharashtra 441924",441924,, ,441924
84,Shri Krishna Mandir Gaushala,"9PHH+F6M, Hasara, Maharashtra 441912",441912,, ,441924
85,Gaushala,"4594+M9, Nagpur, Maharashtra 441204",441204,, ,441924
86,Shri Gopal Goshala,"65WF+9QG, Jhonkar, Madhya Pradesh 465106",465106,, ,455116
