,Name,address,pincode,website,phone number,scrap
0,Nera Gaushala and Organic farm,"2947+M6H, Nera Saddun Bargran, Baroh", Baroh,, ,176055
1,Surbhi Goshala,"37WJ+WQ8, Halehr Khurd, Himachal Pradesh 176001",176001,, ,176055
2,Government gaushala,"577G+H8M, Sarah Rd, Padher, Keori, Himachal Pradesh 176216",176216,, ,176055
3,Haripriya Goshala,"Shop No 1, near Shivaji College, Deshmukh Peth, Bhawani Peth, Akola, Maharashtra 444003",444003,,087679 50130,444005
4,Adarsh Goseva Evam Anusandhan Prakalp,"M.S, Toshniwal Dharamashala, Mahatma Gandhi Rd, Akola, Maharashtra 444001",444001,http://adarshgoseva.org/,0724 242 5673,444005
5,ADARSH GOSEVA PRAKALP,"Ram Nagar, Chhoti Umari, Akola, Maharashtra 444001",444001,http://adarshgoseva.org/,091307 28826,444005
6,Mhaispur Gorakshan Sanstha,"JXCM+4QX, Post Nimbi (Malokar, Washim - Akola Rd, Maharashtra 444006",444006,, ,444005
7,Gau sadan,"GVHJ+Q5R, Sundar Nagar, Himachal Pradesh 175019",175019,http://www.kalyangausadan.com/, ,175008
8,Naina Goshala ( Dairy Farm), ,175008, , ,175008
9,Gaushala,"MWQJ+P2, Road, Kehnwal, Himachal Pradesh 175001",175001,, ,175052
10,Naina Goshala ( Dairy Farm), ,175027, , ,175027
11,Gaushala,"MWQJ+P2, Road, Kehnwal, Himachal Pradesh 175001",175001,, ,175002
12,Goshala Road, ,560077, , ,560077
13,Gosala,"3G93+JG9, Gabasahi, Bhadrak, Odisha 756100",756100,, ,756166
14,RADHAKRISHNA GAUSHALA,"FWXJ+FGR, C/O- DWARAKA PRASAD MORE, Vivekanand Marg, Balasore, Odisha 756001",756001,http://rkgaushalabls.com/,094370 04515,756166
15,Surya Mukhi Gaushala,"JQCW+R53, Dholva, Gujarat 362020",362020,, ,362020
16,Gopal Gaushala Bhalgam Mota,"CVV3+F54, Bhalgam, Visavadar, Pindakhai Nani, Gujarat 362130",362130,, ,362020
17,Ramdhan gaushala ramdas bapu,"FQ8C+H27, Kanavadla, Gujarat 362020",362020,, ,362020
18,Shreeji gaushala,"FPC9+MGM, Mota Kotda, Gujarat 362020",362020,, ,362020
19,Shree Balkrishna Gaushala - Manekwada,"FRGR+GP, Manekwada, Gujarat 365440",365440,, ,362020
20,Juni Haliyad Gaushala,"GV4C+32P, Hariyad-Juni, Gujarat 365440",365440,, ,362020
21,Gaushala,"JQ37+76M, Barwala, Gujarat 362030",362030,, ,362020
22,Balkrushana Gaushala,"HMPM+C93, Khambhaliya, Gujarat 362030",362030,,097271 32052,362020
23,Gaushala Nava pipaliya,"FMJ3+G6H, Nava Pipaliya, Gujarat 362110",362110,, ,362020
24,Shree Vadiya Gaushala,"MRM6+M4W, Vadiya, Gujarat 365480",365480,, ,362020
25,Balkrushn gaushala,"JW7J+VQ9, Najapur, Gujarat 365456",365456,, ,362020
26,"Girnari gaushala,Shri Guru Dattatreya Sansthan","Chhodavadi, Bhesan, Gujarat 362030",362030,, ,362020
27,Laxmi wadi - bhakti gaushala,"CRCV+P98, Bhalgam, Visavadar, Gujarat 362130",362130,, ,362020
28,"Shree kamdhenu gaushala,mota munjiyasar","શ્રી કામધેનુ ગૌશાળા, Mota Munjiyasar, Gujarat 365440",365440,, ,362020
29,MARUTI GAUSHALA (BARVALA BAVAL),"PRCP+9Q9, Barvala Baval, Gujarat 365480",365480,, ,362020
30,Gaushala Mavjinjava,"HW37+654, Mavjinjava, Gujarat 365440",365440,https://mavjinjava.wordpress.com/,082003 86879,362020
31,Sojitra Gir Gaushala,"CP4W+XQG, Sukhapura, Gujarat 362130",362130,, ,362020
32,shree govardhan gaushala vadia-365480,"MRP6+C84, shree govardhan gaushala, jetpur road, near kamal bekary, Vadiya, 365480",365480,, ,362020
33,Shree Kamdhenu Gaushala,"9Q8F+8XQ, Ramgadh, Bhutdi, Gujarat 362130",362130,, ,362020
34,Vrajassthali Gaushala,"8VGM+88Q, Monvel, Gujarat 365645",365645,, ,362020
35,Gaushala Nava pipaliya,"FMJ3+G6H, Nava Pipaliya, Gujarat 362110",362110,, ,362110
36,"Girnari gaushala,Shri Guru Dattatreya Sansthan","Chhodavadi, Bhesan, Gujarat 362030",362030,, ,362110
37,Shree Radhe Shyam Gaushala,"GJPC+H8C, Patwad, Gujarat 362110",362110,, ,362110
38,Shreeji gaushala,"FPC9+MGM, Mota Kotda, Gujarat 362020",362020,, ,362110
39,Gaushala Farm Road,"9HQ3+R9M, Gujarat 362263",362263,, ,362110
40,Balkrushana Gaushala,"HMPM+C93, Khambhaliya, Gujarat 362030",362030,,097271 32052,362110
41,Ramdhan gaushala ramdas bapu,"FQ8C+H27, Kanavadla, Gujarat 362020",362020,, ,362110
42,Shri Krishna Gaushala,"Bilkha Rd, Padariya, Gujarat 362263",362263,,099093 10331,362110
43,Shree Vallabh Goshala,"F9FX+CJ6, Junagadh, Gujarat 362205",362205,https://vallabhgoshala.org/,094995 96101,362110
44,Umatwada Gokulesh Gaushala,"Gokulesh Gaushala, Umatwada, Junagadh, Gujarat 362002",362002,https://umatwada-gokulesh-gaushala.business.site/?utm_source=gmb&utm_medium=referral,097140 53925,362110
45,Sojitra Gir Gaushala,"CP4W+XQG, Sukhapura, Gujarat 362130",362130,, ,362110
46,Kamdhenu Gir Gaushala,"Village - Koyali Ta - Vanthali, Dist, Junagadh, Gujarat 362205",362205,https://girsurbhi.com/,090335 81141,362110
47,Shree Kamdhenu Gaushala,"9Q8F+8XQ, Ramgadh, Bhutdi, Gujarat 362130",362130,, ,362110
48,Surya Mukhi Gaushala,"JQCW+R53, Dholva, Gujarat 362020",362020,, ,362110
49,Shree Gokulesh Gaushala Junagadh,"GC9R+XC9, Chobari Rd, Near Monalisa township, Monalisa Twp, Junagadh, Gujarat 362001",362001,,0285 263 4404,362110
50,Gaushala,"JQ37+76M, Barwala, Gujarat 362030",362030,, ,362110
51,Shri natwarpura gaushala,"8PG7+FJR, Gorakhpara, Gujarat 362130",362130,, ,362110
52,Keshariya Gau Shala,"GFM2+HRP, Kailash Nagar, Joshipura, Junagadh, Gujarat 362002",362002,, ,362110
53,Gaushala Sarsai,"8MVX+8XH, Shantoshipara Main Rd, Sarsai, Gujarat 362120",362120, , ,362110
54,Animal Shelter (ગૌશાળા),"CJ99+WXH, Virpur, Gujarat 362110",362110, , ,362110
55,Ma.Gaushala Kukasvada,"3655+4HP, Porbandar - Veraval Hwy, Kukasawada, Gujarat 362250",362250,,098799 98466,362250
56,Shree Ramdevpir Gaushala Arena,"Shop 1, Oop Govrment Office Arena, Gadu, Gujarat 362250",362250,,073597 03977,362250
57,Shree Giriraj ji Gaushala,"568Q+WV2, Juthal, Gujarat 362245",362245,, ,362250
58,GOPAL KRUSHNA GAUSHALA,"Kamnath Rd, Fishrish Colony, Mangrol, Gujarat 362225",362225,,092747 50001,362250
59,Shree Shakti Gir Gaushala,"56RQ+379, Gujarat 362227",362227,, ,362250
60,KAMDHENU GAUSHALA,"near BAPA SITARAM MADHULI, Sultanpur, Gujarat 362220",362220,,095748 52760,362250
61,Kamdhenu Gaushala,"27J9+6CC, Visanvel, Gujarat 362250",362250,"https://www.google.com/search?sca_esv=00e485a4403845c8&sca_upv=1&rlz=1C1CHWL_enIN1089IN1089&tbs=lf:1,lf_ui:2&tbm=lcl&sxsrf=ADLYWILtKagE78nPZDbQH8192XU34_p3MQ:1716484346537&q=gaushalas+at+362250#",097127 21545,362250
62,Kamdhenu Gaushala Shepa,"456V+V27, Junagadh, Gujarat 362225",362225, , ,362250
63,Shri Krishna Gaushala,"48G6+JCQ, Ambecha Gir Maliya Hatina, Malia, Gujarat 362245",362245, , ,362250
64,Shri Krishna Gaushala શ્રી ક્રિષ્ના ગૌશાળા આંબેચા,"48G6+JCQ, Ambecha, Gujarat 362245",362245, , ,362250
65,Shri Shakti Gir Gaushala,"56RQ+272, road, Panidhra, Pikhor, Gujarat 362227",362227, , ,362250
66,Gouvardhan Goushala,"HFC4+CGG, Saragvada, Junagadh, Gujarat 362037",362037,, ,362037
67,Vetbook Gaushala and AITI,"chokadi, near khodiyar mandir, Joshipura, Khalilpur, Junagadh, Gujarat 362001",362001,, ,362037
68,Surbhi Gir Gausala,"Junagadh, Gujarat 362037",362037,,099795 85085,362037
69,Nandini Gaushala,"GCJW+CQV, Shri Ram Nagar, Adarsh Nagar, Junagadh, Gujarat 362002",362002,, ,362037
70,Shree Keshriya Gaushala Mandal,"Keshriya Gushala , Plot No 1, Vadli Chowk, near Zonal Office, Joshipura, Junagadh, Gujarat 362002",362002,,094282 41313,362037
71,Umatwada Gokulesh Gaushala,"Gokulesh Gaushala, Umatwada, Junagadh, Gujarat 362002",362002,https://umatwada-gokulesh-gaushala.business.site/?utm_source=gmb&utm_medium=referral,097140 53925,362037
72,VETBOOK GAUSHALA AND AITI,"GCPR+HQ4, Junagadh, Gujarat 362002",362002,, ,362037
73,Keshariya Gau Shala,"GFM2+HRP, Kailash Nagar, Joshipura, Junagadh, Gujarat 362002",362002,, ,362037
74,omved gir gaushala,"junagadh road near toraniya patiya, Dhoraji, Gujarat 360410",360410,, ,362037
75,Nandbava Gaushala Plasva,"FFG9+8XW, Junagadh, Gujarat 362015",362015,,097127 10906,362037
76,Shree Vallabh Goshala,"F9FX+CJ6, Junagadh, Gujarat 362205",362205,https://vallabhgoshala.org/,094995 96101,362037
77,Kamdhenu Gir Gaushala,"Village - Koyali Ta - Vanthali, Dist, Junagadh, Gujarat 362205",362205,https://girsurbhi.com/,090335 81141,362037
78,Shri Keshari Gaushala,"Kailash Nagar, Joshipura, Junagadh, Gujarat 362002",362002,, ,362037
79,Shree Gokulesh Gaushala Junagadh,"GC9R+XC9, Chobari Rd, Near Monalisa township, Monalisa Twp, Junagadh, Gujarat 362001",362001,,0285 263 4404,362037
80,Pushtisanskar Goshala,"JGC9+CR, Kathrota, Gujarat 362310",362310,, ,362037
81,Gokulesh gaushala organik fertilizer,"Dhandhusar - Ambaliya Rd, Nandarkhi, Gujarat 362205",362205,, ,362037
82,Gaushala 2,"H5CX+GH5, Sardargadh, Gujarat 362640",362640,, ,362037
83,Shree Yadunandan Gaushala,"892V+WM9, Rajesar, Gujarat 362260",362260,,098258 80865,362037
84,Dolatpara Sub Post Office,"177, Dolatpara, Junagadh, Gujarat 362037",362037,http://www.indiapost.gov.in/,0285 266 1003,362037
85,Murlidhar Gir Gaushala,"M34C+CHG, Shindhpurkarasta, Roghada, Gujarat 362650",362650,"https://www.google.com/search?sca_esv=00e485a4403845c8&sca_upv=1&rlz=1C1CHWL_enIN1089IN1089&tbs=lf:1,lf_ui:2&tbm=lcl&sxsrf=ADLYWILtKagE78nPZDbQH8192XU34_p3MQ:1716484346537&q=gaushalas+at+362037#",099251 78108,362037
86,Goshala Road, ,560056, , ,560056
87,Sri Krishna Goushala,"69, 4th Cross, Lakshmi Layout, Begur, Bengaluru, Karnataka 560068",560068,,099725 08500,560076
88,"SRINGERI AYURVEDA CENTER,#23,1st main,IDBI Layout,jambusavari dinne main road,Gottigere","23,1st Main Road, Jambusavari Dinne Main Rd, IDBI Layout, Gottigere, Bengaluru, Karnataka 560083",560083,http://www.ananyagaushala.com/,094487 75954,560076
89,Goshala and mandir,"WH2G+936, Jarganahalli, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078",560078,, ,560076
90,Sri Shyam gaushala,"SY NO 22/2 Bannerghatta Rd, Bannerughatta, Bengaluru, Karnataka 560083, India, near khatu shyam temple, opp to bannerghatta national park, Bengaluru, Karnataka 560083",560083,http://ssgblr.com/,094480 78357,560076
91,Akhil Karnataka Prani Daya Sangh Gaushala,"80 Feet Rd, next to BTS Bus Depot Road, Opposite HDFC BANK, 6th Block, Koramangala, Bengaluru, Karnataka 560095",560095,http://www.pranidaya.org/,080 2953 2204,560076
92,Gaushaala,"1&2, Aayee Matha Temple Rd, opp. Reddy School, NGR Layout, Muneswara Nagar, Roopena Agrahara, Bommanahalli, Bengaluru, Karnataka 560068",560068,,094444 95555,560076
93,Gau Valley,"261, 9th A Main Rd, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011",560011, , ,560076
94,Mathruka Goshala and Natural Farm,"Basapura, Bengaluru, Karnataka 560068",560068,http://mathruka.com/,099109 88522,560076
95,COW'S SHELTER,"Desi cows Goshala, Bengaluru, A, near Kumbalgodu, Kumbalgodu, Karnataka 560076",560076,, ,560076
96,Nandini Goshale,"Nandini Goushala, 1st phase Girinagar, Writers Colony, Giri Nagar, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560085",560085,, ,560076
97,Sri Sri Gaushala - Art of Living International Center,"Inside Art of Living International Center, 21st KM Kanakapura Main Road, Udayapura Post, South, Bengaluru, Karnataka 560082",560082,https://vaidicpujas.org/gaushala/, ,560076
98,Sri Vrindavana Goshala Gopalnagar,"Gopalnagar, Sri Vrindavana Goshala, near Ramohalli, Harsha Layout, Kengeri, Bengaluru, Karnataka 560074",560074,https://vrindavanagoshalatrust.co.in/,070223 58862,560076
99,Bhavani Shankara Goshala,"33, Allwin Bakery Compound, papareddy palya, Srigandhada Kaval, Marilingappa Extension, Annapurneshwari Nagar, Bengaluru, Karnataka 560072",560072,https://bhavani-shankara-goshala.business.site/?utm_source=gmb&utm_medium=referral, ,560076
100,Goshala home,"WHC3+FP2, Bhagirati Nagar, Kathriguppe IV Phase, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085",560085,, ,560076
101,"SRI KRISHNA GAUSHALA, DODDA GUBBI","3MC6+CG3, K.R.C ROAD, MAINROAD, near AUTO RAJA ASHRAM, Doddagubbi, KOTNUR, Bengaluru, Karnataka 560077",560077,, ,560076
102,Goshala,"Goshala Rd, Ferns City, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048",560048,, ,560076
103,RadhaGovinda Goshala,"Radhagovindagoshala, 130 nelagulli village130, village, Nelaguli, Bengaluru, Karnataka 560082",560082,,080959 10888,560076
104,GOSHALA,"VPMH+CXH, Sulikunte Chokkasndra Road, Kodathi, Bengaluru, Karnataka 560099",560099,, ,560076
105,Sri Krishna Goshala,"3MH3+36M, Visthar, Byrathi Bande, Bengaluru, Karnataka 560077",560077,, ,560076
106,Bangalore Gourakshan Shalla,"Doddanekkundi Industrial Area, Mahadev Post, Mahadevpura, Mahadevpura, Bengaluru, Karnataka 560048",560048,,098444 55380,560076
107,Sri Shyam gaushala,"SY NO 22/2 Bannerghatta Rd, Bannerughatta, Bengaluru, Karnataka 560083, India, near khatu shyam temple, opp to bannerghatta national park, Bengaluru, Karnataka 560083",560083,http://ssgblr.com/,094480 78357,560083
108,Gokul Goushaala,"18, KMS Mile stone, Bannerghatta Rd, opposite RYAN INTERNATIONAL SCHOOL, Bengaluru, Karnataka 560083",560083,http://www.ludsufi.com/, ,560083
109,"SRINGERI AYURVEDA CENTER,#23,1st main,IDBI Layout,jambusavari dinne main road,Gottigere","23,1st Main Road, Jambusavari Dinne Main Rd, IDBI Layout, Gottigere, Bengaluru, Karnataka 560083",560083,http://www.ananyagaushala.com/,094487 75954,560083
110,Sri Krishna Goushala,"69, 4th Cross, Lakshmi Layout, Begur, Bengaluru, Karnataka 560068",560068,,099725 08500,560083
111,Sri Sri Gaushala - Art of Living International Center,"Inside Art of Living International Center, 21st KM Kanakapura Main Road, Udayapura Post, South, Bengaluru, Karnataka 560082",560082,https://vaidicpujas.org/gaushala/, ,560083
112, , ,752032, , ,752032
113,Shree Banashankaridevi Goshala,"62HX+WRJ, SH 54, Kulgod, Karnataka 591227",591227,, ,587316
114,Goshala Mudhol(Shri Gopal Krishna Goseva Samiti),"Jamkhandi Road Malapur, near bypass, Mudhol, Karnataka 587313",587313,,094489 70814,587316
115,SDW Gaushala,"923M+VCM, Gaushala Rd, Mahilpur, Punjab 146105",146105,,098882 45059,146105
116,SDW Gaushala,"923M+VCM, Gaushala Rd, Mahilpur, Punjab 146105",146105,,098882 45059,144531
